observation_date	GNPCGBFP_19890510	GNPCGBFP_19890628	GNPCGBFP_19890816	GNPCGBFP_19890927	GNPCGBFP_19891108	GNPCGBFP_19891213	GNPCGBFP_19900131	GNPCGBFP_19900321	GNPCGBFP_19900509	GNPCGBFP_19900627	GNPCGBFP_19900815	GNPCGBFP_19900926	GNPCGBFP_19901107	GNPCGBFP_19901212	GNPCGBFP_19910130	GNPCGBFP_19910320	GNPCGBFP_19910508	GNPCGBFP_19910626	GNPCGBFP_19910814	GNPCGBFP_19910925	GNPCGBFP_19911030	GNPDEFGBFP_19780111	GNPDEFGBFP_19780222	GNPDEFGBFP_19780315	GNPDEFGBFP_19780412	GNPDEFGBFP_19780510	GNPDEFGBFP_19780614	GNPDEFGBFP_19780711	GNPDEFGBFP_19780809	GNPDEFGBFP_19780913	GNPDEFGBFP_19781011	GNPDEFGBFP_19781115	GNPDEFGBFP_19781213	GNPDEFGBFP_19790131	GNPDEFGBFP_19790314	GNPDEFGBFP_19790411	GNPDEFGBFP_19790516	GNPDEFGBFP_19790703	GNPDEFGBFP_19790808	GNPDEFGBFP_19790912	GNPDEFGBFP_19791012	GNPDEFGBFP_19791114	GNPDEFGBFP_19800103	GNPDEFGBFP_19800130	GNPDEFGBFP_19800314	GNPDEFGBFP_19800416	GNPDEFGBFP_19800514	GNPDEFGBFP_19800702	GNPDEFGBFP_19800806	GNPDEFGBFP_19800910	GNPDEFGBFP_19801015	GNPDEFGBFP_19801112	GNPDEFGBFP_19801212	GNPDEFGBFP_19810128	GNPDEFGBFP_19810325	GNPDEFGBFP_19810513	GNPDEFGBFP_19810701	GNPDEFGBFP_19810812	GNPDEFGBFP_19810930	GNPDEFGBFP_19811110	GNPDEFGBFP_19811216	GNPDEFGBFP_19820127	GNPDEFGBFP_19820324	GNPDEFGBFP_19820512	GNPDEFGBFP_19820623	GNPDEFGBFP_19820818	GNPDEFGBFP_19820929	GNPDEFGBFP_19821110	GNPDEFGBFP_19821215	GNPDEFGBFP_19830202	GNPDEFGBFP_19830323	GNPDEFGBFP_19830518	GNPDEFGBFP_19830706	GNPDEFGBFP_19830817	GNPDEFGBFP_19830928	GNPDEFGBFP_19831109	GNPDEFGBFP_19831214	GNPDEFGBFP_19840125	GNPDEFGBFP_19840321	GNPDEFGBFP_19840516	GNPDEFGBFP_19840711	GNPDEFGBFP_19840815	GNPDEFGBFP_19840926	GNPDEFGBFP_19841031	GNPDEFGBFP_19841212	GNPDEFGBFP_19850206	GNPDEFGBFP_19850320	GNPDEFGBFP_19850515	GNPDEFGBFP_19850703	GNPDEFGBFP_19850814	GNPDEFGBFP_19850925	GNPDEFGBFP_19851030	GNPDEFGBFP_19851211	GNPDEFGBFP_19860205	GNPDEFGBFP_19860326	GNPDEFGBFP_19860514	GNPDEFGBFP_19860702	GNPDEFGBFP_19860813	GNPDEFGBFP_19860917	GNPDEFGBFP_19861029	GNPDEFGBFP_19861210	GNPDEFGBFP_19870204	GNPDEFGBFP_19870325	GNPDEFGBFP_19870513	GNPDEFGBFP_19870701	GNPDEFGBFP_19870812	GNPDEFGBFP_19870916	GNPDEFGBFP_19871028	GNPDEFGBFP_19871209	GNPDEFGBFP_19880203	GNPDEFGBFP_19880323	GNPDEFGBFP_19880511	GNPDEFGBFP_19880622	GNPDEFGBFP_19880810	GNPDEFGBFP_19880914	GNPDEFGBFP_19881026	GNPDEFGBFP_19881207	GNPDEFGBFP_19890201	GNPDEFGBFP_19890322	GNPDEFGBFP_19890510	GNPDEFGBFP_19890628	GNPDEFGBFP_19890816	GNPDEFGBFP_19890927	GNPDEFGBFP_19891108	GNPDEFGBFP_19891213	GNPDEFGBFP_19900131	GNPDEFGBFP_19900321	GNPDEFGBFP_19900509	GNPDEFGBFP_19900627	GNPDEFGBFP_19900815	GNPDEFGBFP_19900926	GNPDEFGBFP_19901107	GNPDEFGBFP_19901212	GNPDEFGBFP_19910130	GNPDEFGBFP_19910320	GNPDEFGBFP_19910508	GNPDEFGBFP_19910626	GNPDEFGBFP_19910814	GNPDEFGBFP_19910925	GNPDEFGBFP_19911030	GNPGBFP_19780111	GNPGBFP_19780222	GNPGBFP_19780315	GNPGBFP_19780412	GNPGBFP_19780510	GNPGBFP_19780614	GNPGBFP_19780711	GNPGBFP_19780809	GNPGBFP_19780913	GNPGBFP_19781011	GNPGBFP_19781115	GNPGBFP_19781213	GNPGBFP_19790131	GNPGBFP_19790314	GNPGBFP_19790411	GNPGBFP_19790516	GNPGBFP_19790703	GNPGBFP_19790808	GNPGBFP_19790912	GNPGBFP_19791012	GNPGBFP_19791114	GNPGBFP_19800103	GNPGBFP_19800130	GNPGBFP_19800314	GNPGBFP_19800416	GNPGBFP_19800514	GNPGBFP_19800702	GNPGBFP_19800806	GNPGBFP_19800910	GNPGBFP_19801015	GNPGBFP_19801112	GNPGBFP_19801212	GNPGBFP_19810128	GNPGBFP_19810325	GNPGBFP_19810513	GNPGBFP_19810701	GNPGBFP_19810812	GNPGBFP_19810930	GNPGBFP_19811110	GNPGBFP_19811216	GNPGBFP_19820127	GNPGBFP_19820324	GNPGBFP_19820512	GNPGBFP_19820623	GNPGBFP_19820818	GNPGBFP_19820929	GNPGBFP_19821110	GNPGBFP_19821215	GNPGBFP_19830202	GNPGBFP_19830323	GNPGBFP_19830518	GNPGBFP_19830706	GNPGBFP_19830817	GNPGBFP_19830928	GNPGBFP_19831109	GNPGBFP_19831214	GNPGBFP_19840125	GNPGBFP_19840321	GNPGBFP_19840516	GNPGBFP_19840711	GNPGBFP_19840815	GNPGBFP_19840926	GNPGBFP_19841031	GNPGBFP_19841212	GNPGBFP_19850206	GNPGBFP_19850320	GNPGBFP_19850515	GNPGBFP_19850703	GNPGBFP_19850814	GNPGBFP_19850925	GNPGBFP_19851030	GNPGBFP_19851211	GNPGBFP_19860205	GNPGBFP_19860326	GNPGBFP_19860514	GNPGBFP_19860702	GNPGBFP_19860813	GNPGBFP_19860917	GNPGBFP_19861029	GNPGBFP_19861210	GNPGBFP_19870204	GNPGBFP_19870325	GNPGBFP_19870513	GNPGBFP_19870701	GNPGBFP_19870812	GNPGBFP_19870916	GNPGBFP_19871028	GNPGBFP_19871209	GNPGBFP_19880203	GNPGBFP_19880323	GNPGBFP_19880511	GNPGBFP_19880622	GNPGBFP_19880810	GNPGBFP_19880914	GNPGBFP_19881026	GNPGBFP_19881207	GNPGBFP_19890201	GNPGBFP_19890322	GNPGBFP_19890510	GNPGBFP_19890628	GNPGBFP_19890816	GNPGBFP_19890927	GNPGBFP_19891108	GNPGBFP_19891213	GNPGBFP_19900131	GNPGBFP_19900321	GNPGBFP_19900509	GNPGBFP_19900627	GNPGBFP_19900815	GNPGBFP_19900926	GNPGBFP_19901107	GNPGBFP_19901212	GNPGBFP_19910130	GNPGBFP_19910320	GNPGBFP_19910508	GNPGBFP_19910626	GNPGBFP_19910814	GNPGBFP_19910925	GNPGBFP_19911030	UNRATEGBF_19780111	UNRATEGBF_19780222	UNRATEGBF_19780315	UNRATEGBF_19780412	UNRATEGBF_19780510	UNRATEGBF_19780614	UNRATEGBF_19780711	UNRATEGBF_19780809	UNRATEGBF_19781115	UNRATEGBF_19781213	UNRATEGBF_19790131	UNRATEGBF_19790314	UNRATEGBF_19790516	UNRATEGBF_19790703	UNRATEGBF_19790808	UNRATEGBF_19790912	UNRATEGBF_19791012	UNRATEGBF_19791114	UNRATEGBF_19800103	UNRATEGBF_19800130	UNRATEGBF_19800314	UNRATEGBF_19800416	UNRATEGBF_19800514	UNRATEGBF_19800702	UNRATEGBF_19800806	UNRATEGBF_19800910	UNRATEGBF_19801015	UNRATEGBF_19801112	UNRATEGBF_19801212	UNRATEGBF_19810128	UNRATEGBF_19810325	UNRATEGBF_19810513	UNRATEGBF_19810701	UNRATEGBF_19810812	UNRATEGBF_19810930	UNRATEGBF_19811110	UNRATEGBF_19811216	UNRATEGBF_19820127	UNRATEGBF_19820324	UNRATEGBF_19820512	UNRATEGBF_19820623	UNRATEGBF_19820818	UNRATEGBF_19820929	UNRATEGBF_19821110	UNRATEGBF_19821215	UNRATEGBF_19830202	UNRATEGBF_19830323	UNRATEGBF_19830518	UNRATEGBF_19830706	UNRATEGBF_19830817	UNRATEGBF_19830928	UNRATEGBF_19831109	UNRATEGBF_19831214	UNRATEGBF_19840125	UNRATEGBF_19840321	UNRATEGBF_19840516	UNRATEGBF_19840711	UNRATEGBF_19840815	UNRATEGBF_19840926	UNRATEGBF_19841031	UNRATEGBF_19841212	UNRATEGBF_19850206	UNRATEGBF_19850320	UNRATEGBF_19850515	UNRATEGBF_19850703	UNRATEGBF_19850814	UNRATEGBF_19850925	UNRATEGBF_19851030	UNRATEGBF_19851211	UNRATEGBF_19860205	UNRATEGBF_19860326	UNRATEGBF_19860514	UNRATEGBF_19860702	UNRATEGBF_19860813	UNRATEGBF_19860917	UNRATEGBF_19861029	UNRATEGBF_19870204	UNRATEGBF_19870325	UNRATEGBF_19870513	UNRATEGBF_19870701	UNRATEGBF_19870812	UNRATEGBF_19870916	UNRATEGBF_19871028	UNRATEGBF_19871209	UNRATEGBF_19880203	UNRATEGBF_19880323	UNRATEGBF_19880511	UNRATEGBF_19880622	UNRATEGBF_19880810	UNRATEGBF_19880914	UNRATEGBF_19881026	UNRATEGBF_19881207	UNRATEGBF_19890201	UNRATEGBF_19890322	UNRATEGBF_19890510	UNRATEGBF_19890628	UNRATEGBF_19890816	UNRATEGBF_19890927	UNRATEGBF_19891108	UNRATEGBF_19891213	UNRATEGBF_19900131	UNRATEGBF_19900321	UNRATEGBF_19900509	UNRATEGBF_19900627	UNRATEGBF_19900815	UNRATEGBF_19900926	UNRATEGBF_19901107	UNRATEGBF_19901212	UNRATEGBF_19910130	UNRATEGBF_19910320	UNRATEGBF_19910508	UNRATEGBF_19910626	UNRATEGBF_19910814	UNRATEGBF_19910925	UNRATEGBF_19911030	UNRATEGBF_19911211	UNRATEGBF_19920130	UNRATEGBF_19920325	UNRATEGBF_19920514	UNRATEGBF_19920624	UNRATEGBF_19920813	UNRATEGBF_19920930	UNRATEGBF_19921112	UNRATEGBF_19921216	UNRATEGBF_19930127	UNRATEGBF_19930317	UNRATEGBF_19930514	UNRATEGBF_19930630	UNRATEGBF_19930811	UNRATEGBF_19930915	UNRATEGBF_19931110	UNRATEGBF_19931215	UNRATEGBF_19940131	UNRATEGBF_19940317	UNRATEGBF_19940513	UNRATEGBF_19940629	UNRATEGBF_19940812	UNRATEGBF_19940921	UNRATEGBF_19941109	UNRATEGBF_19941214	UNRATEGBF_19950125	UNRATEGBF_19950322	UNRATEGBF_19950517	UNRATEGBF_19950628	UNRATEGBF_19950816	UNRATEGBF_19950920	UNRATEGBF_19951108	UNRATEGBF_19951214	UNRATEGBF_19960126	UNRATEGBF_19960321	UNRATEGBF_19960516	UNRATEGBF_19960815	UNRATEGBF_19960918	UNRATEGBF_19961106	UNRATEGBF_19961212	UNRATEGBF_19970129	UNRATEGBF_19970319	UNRATEGBF_19970515	UNRATEGBF_19970625	UNRATEGBF_19970814	UNRATEGBF_19970924	UNRATEGBF_19971106	UNRATEGBF_19971211	UNRATEGBF_19980128	UNRATEGBF_19980325	UNRATEGBF_19980514	UNRATEGBF_19980624	UNRATEGBF_19980813	UNRATEGBF_19980923	UNRATEGBF_19981112	UNRATEGBF_19981216	UNRATEGBF_19990128	UNRATEGBF_19990324	UNRATEGBF_19990513	UNRATEGBF_19990623	UNRATEGBF_19990818	UNRATEGBF_19990929	UNRATEGBF_19991110	UNRATEGBF_19991215	UNRATEGBF_20000127	UNRATEGBF_20000315	UNRATEGBF_20000511	UNRATEGBF_20000621	UNRATEGBF_20000816	UNRATEGBF_20000927	UNRATEGBF_20001108	UNRATEGBF_20001213	UNRATEGBF_20010125	UNRATEGBF_20010314	UNRATEGBF_20010509	UNRATEGBF_20010620	UNRATEGBF_20010816	UNRATEGBF_20010927	UNRATEGBF_20011031	UNRATEGBF_20011205	UNRATEGBF_20020123	UNRATEGBF_20020313	UNRATEGBF_20020501	UNRATEGBF_20020620	UNRATEGBF_20020807	UNRATEGBF_20020918	UNRATEGBF_20021030	UNRATEGBF_20021204	UNRATEGBF_20030122	UNRATEGBF_20030313	UNRATEGBF_20030430	UNRATEGBF_20030618	UNRATEGBF_20030806	UNRATEGBF_20030910	UNRATEGBF_20031022	UNRATEGBF_20031203	UNRATEGBF_20040121	UNRATEGBF_20040311	UNRATEGBF_20040428	UNRATEGBF_20040623	UNRATEGBF_20040805	UNRATEGBF_20040915	UNRATEGBF_20041103	UNRATEGBF_20041208	UNRATEGBF_20050126	UNRATEGBF_20050316	UNRATEGBF_20050428	UNRATEGBF_20050622	UNRATEGBF_20050804	UNRATEGBF_20050914	UNRATEGBF_20051026	UNRATEGBF_20051207	UNRATEGBF_20060125	UNRATEGBF_20060322	UNRATEGBF_20060503	UNRATEGBF_20060621	UNRATEGBF_20060803	UNRATEGBF_20060913	UNRATEGBF_20061018	UNRATEGBF_20061206	UNRATEGBF_20070124	UNRATEGBF_20070314	UNRATEGBF_20070502	UNRATEGBF_20070620
1977-07-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																																																																																																								10.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7.0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1977-10-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	11.6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1978-01-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.8	7.1	7.5	7.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	12.5	11.8	11.1	8.7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.5	6.3	6.2	6.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1978-04-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.2	6.1	6.3	7.4	7.7	8.6	9.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	11.0	11.0	11.6	14.5	17.4	18.1	18.8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.4	6.2	6.0	6.0	5.9	6.1	5.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1978-07-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.2	5.9	5.9	6.7	6.9	6.9	6.8	7.4	7.0	7.3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	10.9	10.4	10.6	11.4	11.6	10.8	10.5	11.0	10.1	10.6	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.4	6.2	6.0	6.0	5.9	6.0	5.8	6.0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1978-10-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.9	6.7	6.7	7.1	7.2	7.3	7.2	7.4	7.2	7.4	7.6	8.1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	12.3	11.8	11.8	12.0	12.2	10.7	10.8	11.0	10.8	10.9	11.2	12.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.3	6.1	5.9	5.9	5.8	6.0	5.8	5.9	5.9	5.8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
1979-01-01	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.5	6.5	6.5	6.9	6.9	7.2	7.2	7.6	7.7	7.4	7.6	8.1	8.9	8.9	9.4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	11.9	11.9	11.7	11.9	11.5	12.0	11.7	12.1	12.2	11.8	11.3	12.1	13.3	12.2	10.8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.1	6.0	5.8	5.8	5.7	5.9	5.7	5.8	5.9	5.8	5.8	5.7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.																																				
